ProductID,ProductCategoryID,ProductSubcategoryID,Product,color,Sub Category,Category
923,4,37,Touring Tire Tube,Black,Tires and Tubes,Accessories
924,2,12,"LL Mountain Frame - Black, 42",Black,Mountain Frames,Components
925,2,12,"LL Mountain Frame - Black, 44",Black,Mountain Frames,Components
926,2,12,"LL Mountain Frame - Black, 48",Black,Mountain Frames,Components
927,2,12,"LL Mountain Frame - Black, 52",Black,Mountain Frames,Components
928,4,37,LL Mountain Tire,Black,Tires and Tubes,Accessories
929,4,37,ML Mountain Tire,Black,Tires and Tubes,Accessories
930,4,37,HL Mountain Tire,Black,Tires and Tubes,Accessories
931,4,37,LL Road Tire,Black,Tires and Tubes,Accessories
932,4,37,ML Road Tire,Black,Tires and Tubes,Accessories
933,4,37,HL Road Tire,Black,Tires and Tubes,Accessories
934,4,37,Touring Tire,Black,Tires and Tubes,Accessories
935,2,13,LL Mountain Pedal,Silver/Black,Pedals,Components
936,2,13,ML Mountain Pedal,Silver/Black,Pedals,Components
937,2,13,HL Mountain Pedal,Silver/Black,Pedals,Components
938,2,13,LL Road Pedal,Silver/Black,Pedals,Components
939,2,13,ML Road Pedal,Silver/Black,Pedals,Components
940,2,13,HL Road Pedal,Silver/Black,Pedals,Components
941,2,13,Touring Pedal,Silver/Black,Pedals,Components
942,2,12,"ML Mountain Frame-W - Silver, 38",Silver,Mountain Frames,Components
943,2,12,"LL Mountain Frame - Black, 40",Black,Mountain Frames,Components
944,2,12,"LL Mountain Frame - Silver, 40",Silver,Mountain Frames,Components
945,2,9,Front Derailleur,Silver,Derailleurs,Components
946,2,4,LL Touring Handlebars,Black,Handlebars,Components
947,2,4,HL Touring Handlebars,Black,Handlebars,Components
948,2,6,Front Brakes,Silver,Brakes,Components
949,2,8,LL Crankset,Black,Cranksets,Components
950,2,8,ML Crankset,Black,Cranksets,Components
951,2,8,HL Crankset,Black,Cranksets,Components
952,2,7,Chain,Silver,Chains,Components
953,1,3,"Touring-2000 Blue, 60",Blue,Touring Bikes,Bikes
954,1,3,"Touring-1000 Yellow, 46",Yellow,Touring Bikes,Bikes
955,1,3,"Touring-1000 Yellow, 50",Yellow,Touring Bikes,Bikes
956,1,3,"Touring-1000 Yellow, 54",Yellow,Touring Bikes,Bikes
957,1,3,"Touring-1000 Yellow, 60",Yellow,Touring Bikes,Bikes
958,1,3,"Touring-3000 Blue, 54",Blue,Touring Bikes,Bikes
959,1,3,"Touring-3000 Blue, 58",Blue,Touring Bikes,Bikes
960,1,3,"Touring-3000 Blue, 62",Blue,Touring Bikes,Bikes
961,1,3,"Touring-3000 Yellow, 44",Yellow,Touring Bikes,Bikes
962,1,3,"Touring-3000 Yellow, 50",Yellow,Touring Bikes,Bikes
963,1,3,"Touring-3000 Yellow, 54",Yellow,Touring Bikes,Bikes
964,1,3,"Touring-3000 Yellow, 58",Yellow,Touring Bikes,Bikes
965,1,3,"Touring-3000 Yellow, 62",Yellow,Touring Bikes,Bikes
966,1,3,"Touring-1000 Blue, 46",Blue,Touring Bikes,Bikes
967,1,3,"Touring-1000 Blue, 50",Blue,Touring Bikes,Bikes
968,1,3,"Touring-1000 Blue, 54",Blue,Touring Bikes,Bikes
969,1,3,"Touring-1000 Blue, 60",Blue,Touring Bikes,Bikes
970,1,3,"Touring-2000 Blue, 46",Blue,Touring Bikes,Bikes
971,1,3,"Touring-2000 Blue, 50",Blue,Touring Bikes,Bikes
972,1,3,"Touring-2000 Blue, 54",Blue,Touring Bikes,Bikes
973,1,2,"Road-350-W Yellow, 40",Yellow,Road Bikes,Bikes
974,1,2,"Road-350-W Yellow, 42",Yellow,Road Bikes,Bikes
975,1,2,"Road-350-W Yellow, 44",Yellow,Road Bikes,Bikes
976,1,2,"Road-350-W Yellow, 48",Yellow,Road Bikes,Bikes
977,1,2,"Road-750 Black, 58",Black,Road Bikes,Bikes
978,1,3,"Touring-3000 Blue, 44",Blue,Touring Bikes,Bikes
979,1,3,"Touring-3000 Blue, 50",Blue,Touring Bikes,Bikes
980,1,1,"Mountain-400-W Silver, 38",Silver,Mountain Bikes,Bikes
981,1,1,"Mountain-400-W Silver, 40",Silver,Mountain Bikes,Bikes
982,1,1,"Mountain-400-W Silver, 42",Silver,Mountain Bikes,Bikes
983,1,1,"Mountain-400-W Silver, 46",Silver,Mountain Bikes,Bikes
984,1,1,"Mountain-500 Silver, 40",Silver,Mountain Bikes,Bikes
985,1,1,"Mountain-500 Silver, 42",Silver,Mountain Bikes,Bikes
986,1,1,"Mountain-500 Silver, 44",Silver,Mountain Bikes,Bikes
987,1,1,"Mountain-500 Silver, 48",Silver,Mountain Bikes,Bikes
988,1,1,"Mountain-500 Silver, 52",Silver,Mountain Bikes,Bikes
989,1,1,"Mountain-500 Black, 40",Black,Mountain Bikes,Bikes
990,1,1,"Mountain-500 Black, 42",Black,Mountain Bikes,Bikes
991,1,1,"Mountain-500 Black, 44",Black,Mountain Bikes,Bikes
992,1,1,"Mountain-500 Black, 48",Black,Mountain Bikes,Bikes
993,1,1,"Mountain-500 Black, 52",Black,Mountain Bikes,Bikes
994,2,5,LL Bottom Bracket,Black,Bottom Brackets,Components
995,2,5,ML Bottom Bracket,Black,Bottom Brackets,Components
996,2,5,HL Bottom Bracket,Black,Bottom Brackets,Components
997,1,2,"Road-750 Black, 44",Black,Road Bikes,Bikes
998,1,2,"Road-750 Black, 48",Black,Road Bikes,Bikes
999,1,2,"Road-750 Black, 52",Black,Road Bikes,Bikes
